,id,account,total_appraised_value_2019,pct_value_change,latitude,longitude,acreage,zip_code,neighborhood_code,sq_ft,neighborhood,new_owner_date,Offense_Count,school_id,school_type,school_rating,flood_risk,sales_neighborhood_2019
2069,14309,1147400010057,219989.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2035.0,CITY PLACE SEC. I,2004-06-29,2955,101912080,Middle,85,1,21
2070,14310,1147400010058,276510.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2015-07-30,2955,101912080,Middle,85,1,21
2071,14311,1147400010059,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1998-12-15,2955,101912080,Middle,85,1,21
2072,14312,1147400010060,195000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2002-06-26,2955,101912080,Middle,85,1,21
2073,14313,1147400010061,213409.0,13.790823535684769,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2018-08-01,2955,101912080,Middle,85,1,21
2074,14314,1147400010062,262557.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2014-04-07,2955,101912080,Middle,85,1,21
2075,14291,1147400010039,214000.0,-2.727272727272727,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2015-03-20,2955,101912080,Middle,85,1,21
2076,14308,1147400010056,230144.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,2002-12-20,2955,101912080,Middle,85,1,21
2077,14315,1147400010063,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1994-05-13,2955,101912080,Middle,85,1,21
2078,14316,1147400010064,203358.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,1999-07-22,2955,101912080,Middle,85,1,21
2079,14317,1147400010065,213000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2017-12-20,2955,101912080,Middle,85,1,21
2080,14318,1147400010066,195954.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2005-07-15,2955,101912080,Middle,85,1,21
2081,14319,1147400010067,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2019-01-30,2955,101912080,Middle,85,1,21
2082,14320,1147400010068,217011.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2013-02-01,2955,101912080,Middle,85,1,21
2083,14321,1147400010069,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2015-10-09,2955,101912080,Middle,85,1,21
2084,14322,1147400010070,230144.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,2012-06-19,2955,101912080,Middle,85,1,21
2085,14323,1147400010071,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2016-10-31,2955,101912080,Middle,85,1,21
2086,14324,1147400010072,217011.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2013-03-21,2955,101912080,Middle,85,1,21
2087,14325,1147400010073,209815.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2018-05-31,2955,101912080,Middle,85,1,21
2088,14326,1147400010074,262600.0,9.416666666666666,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2017-03-29,2955,101912080,Middle,85,1,21
2089,14327,1147400010075,230144.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,1988-01-02,2955,101912080,Middle,85,1,21
2090,14328,1147400010076,203358.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2007-10-26,2955,101912080,Middle,85,1,21
2091,14329,1147400010077,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2014-03-04,2955,101912080,Middle,85,1,21
2092,14330,1147400010078,203358.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,1999-06-18,2955,101912080,Middle,85,1,21
2093,14331,1147400010079,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1989-12-13,2955,101912080,Middle,85,1,21
2094,14332,1147400010080,200000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2017-09-08,2955,101912080,Middle,85,1,21
2095,14333,1147400010081,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2004-07-02,2955,101912080,Middle,85,1,21
2096,14334,1147400010082,195000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2001-08-24,2955,101912080,Middle,85,1,21
2097,14335,1147400010083,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2016-08-08,2955,101912080,Middle,85,1,21
2098,14336,1147400010084,203358.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,2004-03-25,2955,101912080,Middle,85,1,21
2099,14337,1147400010085,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1988-01-02,2955,101912080,Middle,85,1,21
2100,14338,1147400010086,203358.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1800.0,CITY PLACE SEC. I,1996-03-28,2955,101912080,Middle,85,1,21
2101,14339,1147400010087,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2016-04-26,2955,101912080,Middle,85,1,21
2102,14340,1147400010088,185902.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2018-06-20,2955,101912080,Middle,85,1,21
2103,14341,1147400010089,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1994-05-16,2955,101912080,Middle,85,1,21
2104,14342,1147400010090,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2017-05-31,2955,101912080,Middle,85,1,21
2105,14343,1147400010091,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2001-10-10,2955,101912080,Middle,85,1,21
2106,14344,1147400010092,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1998-12-11,2955,101912080,Middle,85,1,21
2107,14345,1147400010093,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2002-11-19,2955,101912080,Middle,85,1,21
2108,14346,1147400010094,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2019-10-24,2955,101912080,Middle,85,1,21
2109,14347,1147400010095,230144.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,1995-08-15,2955,101912080,Middle,85,1,21
2110,14348,1147400010096,165894.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2005-05-03,2955,101912080,Middle,85,1,21
2111,14349,1147400010097,165894.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2017-02-28,2955,101912080,Middle,85,1,21
2112,14350,1147400010098,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2006-11-17,2955,101912080,Middle,85,1,21
2113,14351,1147400010099,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2011-01-31,2955,101912080,Middle,85,1,21
2114,14352,1147400010100,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,1994-05-24,2955,101912080,Middle,85,1,21
2115,14353,1147400010101,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2002-02-15,2955,101912080,Middle,85,1,21
2116,14354,1147400010102,188471.0,-4.344979495716432,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2016-03-18,2955,101912080,Middle,85,1,21
2117,14355,1147400010103,184823.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2014-03-17,2955,101912080,Middle,85,1,21
2118,14356,1147400010104,230100.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,2012-10-26,2955,101912080,Middle,85,1,21
2119,14357,1147400010105,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2003-05-31,2955,101912080,Middle,85,1,21
2120,14358,1147400010106,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2008-02-20,2955,101912080,Middle,85,1,21
2121,14359,1147400010107,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1999-04-16,2955,101912080,Middle,85,1,21
2122,14360,1147400010108,166733.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,1993-05-20,2955,101912080,Middle,85,1,21
2123,14361,1147400010109,247924.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2035.0,CITY PLACE SEC. I,1988-12-17,2955,101912080,Middle,85,1,21
2124,14362,1147400010110,300000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,3272.0,CITY PLACE SEC. I,2013-08-02,2955,101912080,Middle,85,1,21
2125,14363,1147400010112,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2000-12-22,2955,101912080,Middle,85,1,21
2126,14364,1147400010113,171000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2016-11-04,2955,101912080,Middle,85,1,21
2127,14365,1147400010114,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2004-10-07,2955,101912080,Middle,85,1,21
2128,14366,1147400010115,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2013-03-27,2955,101912080,Middle,85,1,21
2129,14367,1147400010116,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2012-10-02,2955,101912080,Middle,85,1,21
2130,14368,1147400010117,199693.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,2017-09-20,2955,101912080,Middle,85,1,21
2131,14369,1147400010118,193868.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2014-04-16,2955,101912080,Middle,85,1,21
2132,14370,1147400010119,298623.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,2013-09-03,2955,101912080,Middle,85,1,21
2133,14371,1147400010120,167998.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1104.0,CITY PLACE SEC. I,1991-10-31,2955,101912080,Middle,85,1,21
2134,14372,1147400010121,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2001-05-31,2955,101912080,Middle,85,1,21
2135,14373,1147400010122,187545.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1556.0,CITY PLACE SEC. I,1988-01-02,2955,101912080,Middle,85,1,21
2136,14374,1147400010123,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,2019-05-16,2955,101912080,Middle,85,1,21
2137,14375,1147400010124,173969.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,1181.0,CITY PLACE SEC. I,1996-03-18,2955,101912080,Middle,85,1,21
2138,14376,1147400010125,200000.0,0.0,29.69595,-95.39219,0.0,77054,7617.01,2256.0,CITY PLACE SEC. I,2015-02-16,2955,101912080,Middle,85,1,21
2139,16268,1231830010009,300000.0,0.0,29.675440000000002,-95.42563,0.0465,77054,7454.04,2624.0,BUFFALO SPEEDWAY ADDITION,2009-07-28,2955,101912026,High,95,1,0
2140,16278,1231830010019,300000.0,0.0,29.67506,-95.4253,0.04,77054,7454.04,2676.0,BUFFALO SPEEDWAY ADDITION,2014-04-23,2955,101912026,High,95,1,0
2141,16268,1231830010009,300000.0,0.0,29.675440000000002,-95.42563,0.0465,77054,7454.04,2624.0,BUFFALO SPEEDWAY ADDITION,2009-07-28,2955,101912080,Middle,85,1,0
2142,16278,1231830010019,300000.0,0.0,29.67506,-95.4253,0.04,77054,7454.04,2676.0,BUFFALO SPEEDWAY ADDITION,2014-04-23,2955,101912080,Middle,85,1,0
2143,16268,1231830010009,300000.0,0.0,29.675440000000002,-95.42563,0.0465,77054,7454.04,2624.0,BUFFALO SPEEDWAY ADDITION,2009-07-28,2955,101912196,Elementary,85,1,0
2144,16278,1231830010019,300000.0,0.0,29.67506,-95.4253,0.04,77054,7454.04,2676.0,BUFFALO SPEEDWAY ADDITION,2014-04-23,2955,101912196,Elementary,85,1,0
2145,16586,1244040010001,265410.0,0.0,29.672009999999997,-95.41965,0.0385,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2019-02-26,2955,101912026,High,95,1,15
2146,16587,1244040010002,268069.0,-0.12927694325226513,29.671940000000003,-95.41965,0.0528,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2005-12-16,2955,101912026,High,95,1,15
2147,16589,1244040010004,289499.0,-2.981283198445014,29.67179,-95.41965,0.0506,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2005-10-19,2955,101912026,High,95,1,15
2148,16591,1244040010007,267856.0,-2.9507246376811596,29.67158,-95.41966,0.0555,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2013-11-22,2955,101912026,High,95,1,15
2149,16593,1244040010009,269544.0,-8.629152542372882,29.67145,-95.41973,0.0568,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2018-02-06,2955,101912026,High,95,1,15
2150,16595,1244040010011,275953.0,-2.074875798438609,29.67127,-95.41983,0.0452,77054,7454.05,1860.0,BEDFORD FALLS/LAKE POINTE,2015-07-15,2955,101912026,High,95,1,15
2151,16596,1244040010012,271527.0,-7.4193537388292015,29.67122,-95.41988,0.0393,77054,7454.05,2088.0,BEDFORD FALLS/LAKE POINTE,2004-11-09,2955,101912026,High,95,1,15
2152,16597,1244040010013,271197.0,-7.427711234071895,29.67118,-95.41991999999999,0.039,77054,7454.05,2088.0,BEDFORD FALLS/LAKE POINTE,2015-03-13,2955,101912026,High,95,1,15
2153,16598,1244040010014,275966.0,-7.237072095086993,29.67115,-95.41996999999999,0.0441,77054,7454.05,1908.0,BEDFORD FALLS/LAKE POINTE,2004-11-03,2955,101912026,High,95,1,15
2154,16602,1244040010018,281150.0,2.6094890510948905,29.67087,-95.42017,0.0534,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2016-07-20,2955,101912026,High,95,1,15
2155,16604,1244040010020,280432.0,-6.517369317594664,29.670659999999998,-95.42021,0.0447,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2013-03-28,2955,101912026,High,95,1,15
2156,16605,1244040010021,259669.0,-1.9113886276154104,29.6706,-95.42021,0.0384,77054,7454.05,2088.0,BEDFORD FALLS/LAKE POINTE,2005-05-25,2955,101912026,High,95,1,15
2157,16606,1244040010022,254669.0,-0.9070038910505837,29.67055,-95.42021,0.0373,77054,7454.05,2088.0,BEDFORD FALLS/LAKE POINTE,2016-08-15,2955,101912026,High,95,1,15
2158,16607,1244040010023,276082.0,-0.2784871393844387,29.67049,-95.42021,0.0414,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2018-07-23,2955,101912026,High,95,1,15
2159,16608,1244040010024,269623.0,-2.6631768953068593,29.670340000000003,-95.42021,0.0385,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2018-02-23,2955,101912026,High,95,1,15
2160,16611,1244040010027,270565.0,-0.46353352340660353,29.67013,-95.4202,0.0483,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2005-09-07,2955,101912026,High,95,1,15
2161,16612,1244040010029,267379.0,-7.39159046827376,29.67012,-95.4205,0.0376,77054,7454.05,1844.0,BEDFORD FALLS/LAKE POINTE,2009-09-28,2955,101912026,High,95,1,15
2162,16613,1244040010030,295304.0,3.980281690140845,29.67018,-95.4205,0.0385,77054,7454.05,2359.0,BEDFORD FALLS/LAKE POINTE,2005-06-24,2955,101912026,High,95,1,15
2163,16614,1244040010031,262884.0,-4.056934306569343,29.67025,-95.42051,0.0385,77054,7454.05,1844.0,BEDFORD FALLS/LAKE POINTE,2016-09-14,2955,101912026,High,95,1,15
2164,16616,1244040010033,261360.0,-0.43163055776725473,29.670379999999998,-95.42051,0.0409,77054,7454.05,1799.0,BEDFORD FALLS/LAKE POINTE,2008-05-19,2955,101912026,High,95,1,15
2165,16618,1244040010035,268821.0,-7.4148441536077145,29.67062,-95.42052,0.0386,77054,7454.05,1897.0,BEDFORD FALLS/LAKE POINTE,2005-06-27,2955,101912026,High,95,1,15
2166,16620,1244040010037,260136.0,-7.47265645841114,29.67083,-95.42049,0.034,77054,7454.05,1856.0,BEDFORD FALLS/LAKE POINTE,2013-08-12,2955,101912026,High,95,1,15
2167,16624,1244040010042,267096.0,-7.480316324374504,29.671159999999997,-95.42033,0.0363,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2012-09-11,2955,101912026,High,95,1,15
2168,16625,1244040010043,274420.0,-7.599271353484473,29.67121,-95.42029000000001,0.0321,77054,7454.05,2040.0,BEDFORD FALLS/LAKE POINTE,2006-10-13,2955,101912026,High,95,1,15
2169,16627,1244040010045,248182.0,-0.7272,29.671290000000003,-95.42021,0.0362,77054,7454.05,1908.0,BEDFORD FALLS/LAKE POINTE,2009-08-25,2955,101912026,High,95,1,15
2170,16629,1244040010047,283610.0,5.574085379472595,29.671429999999997,-95.42008,0.0456,77054,7454.05,1862.0,BEDFORD FALLS/LAKE POINTE,2014-04-30,2955,101912026,High,95,1,15
2171,16631,1244040010049,270006.0,-0.6742961826669462,29.671570000000003,-95.42,0.0445,77054,7454.05,1862.0,BEDFORD FALLS/LAKE POINTE,2007-09-21,2955,101912026,High,95,1,15
2172,16633,1244040010052,271091.0,-6.344660328340058,29.67186,-95.41995,0.0455,77054,7454.05,1825.0,BEDFORD FALLS/LAKE POINTE,2018-11-26,2955,101912026,High,95,1,15
2173,16634,1244040010053,272111.0,-6.322381195004063,29.671940000000003,-95.41995,0.0463,77054,7454.05,1825.0,BEDFORD FALLS/LAKE POINTE,2005-12-09,2955,101912026,High,95,1,15
2174,16635,1244040010054,258827.0,-6.625371583595486,29.672009999999997,-95.41995,0.0337,77054,7454.05,1825.0,BEDFORD FALLS/LAKE POINTE,2005-11-16,2955,101912026,High,95,1,15
2175,16637,1244040010057,252000.0,-3.076923076923077,29.67199,-95.42033,0.0422,77054,7454.05,1542.0,BEDFORD FALLS/LAKE POINTE,2011-05-13,2955,101912026,High,95,1,15
2176,16638,1244040010058,271538.0,-3.271219467015293,29.671979999999998,-95.42042,0.0422,77054,7454.05,2039.0,BEDFORD FALLS/LAKE POINTE,2007-06-29,2955,101912026,High,95,1,15
2177,16642,1244040010062,267072.0,-7.091495423663365,29.671979999999998,-95.42081,0.0451,77054,7454.05,1720.0,BEDFORD FALLS/LAKE POINTE,2013-12-27,2955,101912026,High,95,1,15
2178,16644,1244040010064,232099.0,-6.7699525613268365,29.671979999999998,-95.42103,0.0418,77054,7454.05,1103.0,BEDFORD FALLS/LAKE POINTE,2012-11-30,2955,101912026,High,95,1,15
2179,16645,1244040010065,261168.0,-1.4088335220838053,29.67197,-95.42111,0.0418,77054,7454.05,2014.0,BEDFORD FALLS/LAKE POINTE,2005-12-21,2955,101912026,High,95,1,15
2180,16646,1244040010066,251523.0,-6.199234745250721,29.67197,-95.4212,0.0417,77054,7454.05,1542.0,BEDFORD FALLS/LAKE POINTE,2012-07-20,2955,101912026,High,95,1,15
2181,16647,1244040010067,253783.0,-6.291240339560078,29.67197,-95.42128000000001,0.0417,77054,7454.05,1542.0,BEDFORD FALLS/LAKE POINTE,2005-10-12,2955,101912026,High,95,1,15
2182,16648,1244040010068,268634.0,-4.739716312056737,29.671979999999998,-95.42153,0.0417,77054,7454.05,1724.0,BEDFORD FALLS/LAKE POINTE,2018-01-24,2955,101912026,High,95,1,15
2183,16654,1244040010074,274847.0,0.19832083498904496,29.67165,-95.42178,0.0415,77054,7454.05,1803.0,BEDFORD FALLS/LAKE POINTE,2011-08-15,2955,101912026,High,95,1,15
2184,16655,1244040010075,264806.0,-0.7079274374376626,29.67158,-95.42177,0.0415,77054,7454.05,1842.0,BEDFORD FALLS/LAKE POINTE,2010-11-19,2955,101912026,High,95,1,15
2185,16658,1244040010078,276269.0,-6.409135872731954,29.67131,-95.42177,0.0461,77054,7454.05,1779.0,BEDFORD FALLS/LAKE POINTE,2008-05-30,2955,101912026,High,95,1,15
2186,16662,1244040010082,297148.0,-0.0070666859598410335,29.67094,-95.42175999999999,0.0376,77054,7454.05,2148.0,BEDFORD FALLS/LAKE POINTE,2006-12-21,2955,101912026,High,95,1,15
2187,16665,1244040010085,292562.0,0.883448275862069,29.670740000000002,-95.42175,0.0369,77054,7454.05,2148.0,BEDFORD FALLS/LAKE POINTE,2017-05-24,2955,101912026,High,95,1,15
2188,16669,1244040010089,281684.0,2.4305454545454546,29.670379999999998,-95.42175,0.0477,77054,7454.05,1870.0,BEDFORD FALLS/LAKE POINTE,2006-06-30,2955,101912026,High,95,1,15
2189,16671,1244040010091,284996.0,-1.7255172413793103,29.670209999999997,-95.42173000000001,0.0508,77054,7454.05,1802.0,BEDFORD FALLS/LAKE POINTE,2011-05-27,2955,101912026,High,95,1,15
2190,16689,1244040020001,254193.0,-3.3486692015209125,29.671740000000003,-95.42105,0.0361,77054,7454.05,1908.0,BEDFORD FALLS/LAKE POINTE,2017-12-13,2955,101912026,High,95,1,15
2191,16690,1244040020002,273709.0,2.89812030075188,29.67168,-95.42105,0.0321,77054,7454.05,2090.0,BEDFORD FALLS/LAKE POINTE,2005-08-08,2955,101912026,High,95,1,15
2192,16691,1244040020003,273709.0,-0.20381524640133009,29.67163,-95.42105,0.0321,77054,7454.05,2090.0,BEDFORD FALLS/LAKE POINTE,2005-08-09,2955,101912026,High,95,1,15
2193,16692,1244040020004,257214.0,-1.4128018397853583,29.671570000000003,-95.42105,0.0362,77054,7454.05,1991.0,BEDFORD FALLS/LAKE POINTE,2005-07-21,2955,101912026,High,95,1,15
2194,16693,1244040020005,259118.0,6.15109195708369,29.671470000000003,-95.42104,0.0337,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2006-10-12,2955,101912026,High,95,1,15
2195,16695,1244040020007,272285.0,-6.36047871242864,29.67132,-95.42103,0.0455,77054,7454.05,1840.0,BEDFORD FALLS/LAKE POINTE,2017-05-08,2955,101912026,High,95,1,15
2196,16698,1244040020011,260201.0,-7.075717642689294,29.67128,-95.42063,0.0429,77054,7454.05,1722.0,BEDFORD FALLS/LAKE POINTE,2017-12-08,2955,101912026,High,95,1,15
2197,16699,1244040020012,272547.0,-7.356810224684727,29.671329999999998,-95.42058,0.0407,77054,7454.05,1796.0,BEDFORD FALLS/LAKE POINTE,2015-09-18,2955,101912026,High,95,1,15
2198,16701,1244040020014,267106.0,-6.753662044600841,29.671470000000003,-95.42044,0.034,77054,7454.05,1825.0,BEDFORD FALLS/LAKE POINTE,2014-08-11,2955,101912026,High,95,1,15
2199,16705,1244040020019,271980.0,-7.4507615456859355,29.67172,-95.42057,0.0377,77054,7454.05,1844.0,BEDFORD FALLS/LAKE POINTE,2005-07-28,2955,101912026,High,95,1,15
2200,16706,1244040020020,290054.0,-2.2515038670867944,29.671709999999997,-95.42064,0.0385,77054,7454.05,2326.0,BEDFORD FALLS/LAKE POINTE,2012-12-14,2955,101912026,High,95,1,15
2201,16710,1244040030002,239100.0,-6.3271302644466205,29.671529999999997,-95.42149,0.0329,77054,7454.05,1360.0,BEDFORD FALLS/LAKE POINTE,2009-07-30,2955,101912026,High,95,1,15
2202,16711,1244040030003,263239.0,-6.731552802953535,29.67145,-95.42149,0.0329,77054,7454.05,1717.0,BEDFORD FALLS/LAKE POINTE,2005-11-28,2955,101912026,High,95,1,15
2203,16712,1244040030004,229099.0,2.512484115193929,29.67138,-95.42149,0.0329,77054,7454.05,1449.0,BEDFORD FALLS/LAKE POINTE,2012-06-05,2955,101912026,High,95,1,15
2204,16715,1244040030007,294930.0,-0.131045622161948,29.67078,-95.42111,0.0347,77054,7454.05,2044.0,BEDFORD FALLS/LAKE POINTE,2007-04-17,2955,101912026,High,95,1,15
2205,16720,1244040030013,270724.0,-8.229152542372882,29.670959999999997,-95.42088000000001,0.0462,77054,7454.05,1938.0,BEDFORD FALLS/LAKE POINTE,2008-06-26,2955,101912026,High,95,1,15
2206,16722,1244040030015,271382.0,-3.077857142857143,29.670959999999997,-95.42108,0.0477,77054,7454.05,1938.0,BEDFORD FALLS/LAKE POINTE,2005-07-22,2955,101912026,High,95,1,15
2207,16725,1244040030018,258621.0,-7.4336948351766345,29.67138,-95.42134,0.0329,77054,7454.05,1720.0,BEDFORD FALLS/LAKE POINTE,2019-10-18,2955,101912026,High,95,1,15
2208,16726,1244040030019,269506.0,-7.571112071389867,29.67145,-95.42133000000001,0.0329,77054,7454.05,1846.0,BEDFORD FALLS/LAKE POINTE,2014-08-29,2955,101912026,High,95,1,15
2209,16727,1244040030020,224959.0,1.332882882882883,29.671529999999997,-95.42133000000001,0.0329,77054,7454.05,1379.0,BEDFORD FALLS/LAKE POINTE,2016-11-18,2955,101912026,High,95,1,15
2210,16778,1244040060009,279545.0,1.6527272727272728,29.66985,-95.4202,0.0413,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2018-07-27,2955,101912026,High,95,1,15
2211,16779,1244040060010,295311.0,-1.2218862471735727,29.669790000000003,-95.42019,0.0367,77054,7454.05,2184.0,BEDFORD FALLS/LAKE POINTE,2018-02-09,2955,101912026,High,95,1,15
2212,16780,1244040060011,289139.0,3.2639285714285715,29.669729999999998,-95.42019,0.0367,77054,7454.05,2040.0,BEDFORD FALLS/LAKE POINTE,2017-02-28,2955,101912026,High,95,1,15
2213,16781,1244040060012,263610.0,-0.5774286134547278,29.66967,-95.42019,0.0413,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2005-07-22,2955,101912026,High,95,1,15
2214,16782,1244040060013,263610.0,-0.5245283018867924,29.66957,-95.42019,0.0413,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2009-11-11,2955,101912026,High,95,1,15
2215,16783,1244040060014,286584.0,-0.19641439257804338,29.66951,-95.42018,0.0367,77054,7454.05,2040.0,BEDFORD FALLS/LAKE POINTE,2005-08-05,2955,101912026,High,95,1,15
2216,16785,1244040060016,279665.0,2.818014705882353,29.6694,-95.42018,0.0414,77054,7454.05,1880.0,BEDFORD FALLS/LAKE POINTE,2019-04-05,2955,101912026,High,95,1,15
2217,16586,1244040010001,265410.0,0.0,29.672009999999997,-95.41965,0.0385,77054,7454.05,1823.0,BEDFORD FALLS/LAKE POINTE,2019-02-26,2955,101912080,Middle,85,1,15
